Student_ID,Age,Gender,Department,Semester,Attendance,Study_Hours_Per_Day,Sleep_Hours,Assignment_Score,Practical_Score,Internal_Marks,Previous_Sem_Percentage,Coding_Hours_Per_Week,Projects_Completed,Certifications,Internship,Backlogs,Stress_Level,Communication_Score,Aptitude_Score,Interview_Score,Final_Percentage,Placement_Status,Package_LPA
ST1307,18,Female,Computer Engineering,4,84.8,5.3,5.9,83.4,92.0,94.4,98.0,6.7,4.0,3,No,3,Low,92.0,76.2,68.2,64.0,Not Placed,0.0
ST1308,21,Female,Information Technology,5,89.6,2.6,5.5,81.4,60.3,73.6,63.7,14.6,6.0,4,Yes,0,Medium,58.3,77.5,100.0,57.5,Not Placed,0.0
ST1309,22,Female,Computer Engineering,6,74.0,3.6,5.3,,81.7,81.8,96.5,8.9,6.0,5,Yes,0,High,68.1,59.3,65.2,71.3,Placed,4.35
ST1310,22,Male,Information Technology,3,70.7,3.6,7.5,58.4,58.2,73.3,66.3,2.9,1.0,0,No,5,Medium,64.9,61.4,63.4,39.1,Not Placed,0.0
ST1311,18,Male,Computer Engineering,6,65.0,2.7,6.8,69.2,89.8,63.3,50.8,17.2,1.0,2,No,0,Medium,83.8,81.7,86.2,49.3,Not Placed,0.0
ST1312,20,Male,Mechanical,5,68.1,1.4,7.4,85.1,72.6,42.9,65.7,13.0,1.0,1,Yes,1,Medium,79.2,64.0,67.4,42.6,Not Placed,0.0
ST1313,19,Male,Computer Engineering,5,100.0,4.0,7.8,62.4,92.5,74.7,84.7,7.4,2.0,1,No,0,Medium,78.5,69.4,50.1,74.5,Not Placed,0.0
ST1314,18,Female,Information Technology,6,92.9,3.4,7.3,44.6,82.4,61.9,58.3,11.6,5.0,2,No,3,Low,58.6,54.8,52.9,53.0,Not Placed,0.0
ST1315,19,Male,Civil,5,61.8,4.3,7.7,72.3,60.1,61.6,61.6,6.0,3.0,0,Yes,0,High,79.5,67.0,61.7,53.0,Not Placed,0.0
ST1316,19,Male,Electronics,3,62.1,2.7,6.9,73.3,94.5,65.5,78.3,12.1,6.0,1,No,0,Medium,83.0,54.9,77.5,62.0,Not Placed,0.0
ST1317,20,Female,Information Technology,6,83.8,5.3,5.7,76.6,96.2,94.7,70.0,0.0,3.0,2,No,0,Low,79.1,58.9,87.4,72.8,Not Placed,0.0
ST1318,19,Male,Information Technology,5,84.6,2.2,8.2,83.7,87.5,100.0,78.2,2.9,1.0,1,Yes,3,Low,52.0,56.5,79.8,57.2,Not Placed,0.0
ST1319,19,Female,Information Technology,6,84.6,6.1,6.4,82.7,66.1,74.8,73.3,12.9,2.0,4,No,1,Low,54.2,80.9,76.1,64.0,Not Placed,0.0
ST1320,20,Female,Electronics,3,74.9,0.9,6.0,78.1,72.0,66.0,76.7,6.8,1.0,4,Yes,1,Medium,94.3,48.1,84.6,56.5,Not Placed,0.0
ST1321,19,Female,Civil,5,76.5,4.2,6.8,89.3,77.9,56.7,63.9,9.0,3.0,1,Yes,0,Medium,97.2,72.0,76.9,66.4,Not Placed,0.0
ST1322,19,Female,Electronics,3,81.9,4.2,6.0,56.8,66.9,78.1,73.2,1.3,5.0,1,No,3,Medium,69.0,64.7,52.5,50.9,Not Placed,0.0
ST1323,19,Female,Electronics,5,79.0,2.3,6.5,81.1,98.0,95.2,57.0,17.2,6.0,4,No,2,Medium,69.0,88.9,63.5,69.3,Placed,3.82
ST1324,18,Female,Mechanical,4,51.4,4.1,7.4,82.5,77.9,68.8,88.0,14.0,5.0,1,No,1,High,72.2,79.7,58.8,68.7,Placed,3.42
ST1325,18,Female,Information Technology,5,75.2,5.4,7.4,60.1,40.9,41.1,61.1,7.0,4.0,0,No,4,High,78.1,49.4,87.2,42.0,Not Placed,0.0
ST1326,18,Female,Computer Engineering,6,67.8,0.5,6.0,57.0,80.4,80.7,85.8,6.0,2.0,0,No,0,Medium,,59.6,51.7,53.5,Not Placed,0.0
ST1327,20,Male,Electronics,5,80.1,4.3,6.5,66.0,71.5,84.8,66.7,13.1,5.0,3,No,1,Medium,73.2,67.8,52.0,58.0,Not Placed,0.0
ST1328,22,Male,Civil,3,100.0,0.5,8.2,67.1,75.0,51.4,72.8,17.9,2.0,0,Yes,3,High,55.6,59.6,69.7,47.0,Not Placed,0.0
ST1329,19,Male,Computer Engineering,3,82.4,2.1,7.5,84.0,71.2,74.3,63.1,12.8,1.0,5,No,2,Medium,69.7,81.6,97.9,56.4,Not Placed,0.0
ST1330,19,Male,Electronics,5,74.2,5.9,9.3,67.6,86.5,77.9,55.8,18.9,4.0,5,No,1,Medium,57.6,70.5,78.8,75.7,Not Placed,0.0
ST1331,20,Female,Computer Engineering,6,89.1,2.6,8.3,64.7,90.6,71.0,45.6,3.4,3.0,5,Yes,0,Low,60.9,65.1,83.7,64.5,Placed,4.42
ST1332,19,Male,Information Technology,4,83.8,1.7,8.3,67.7,79.7,61.7,55.2,3.9,5.0,1,No,1,Medium,72.5,82.7,49.3,53.5,Not Placed,0.0
ST1333,18,Female,Computer Engineering,6,83.0,3.2,5.5,88.4,71.6,85.2,65.5,2.1,5.0,1,No,0,Low,61.4,50.3,77.7,63.6,Placed,3.93
ST1334,22,Male,Information Technology,4,85.3,6.6,7.8,75.2,75.5,66.8,73.0,10.2,0.0,2,No,0,Low,54.6,64.0,49.2,64.1,Not Placed,0.0
ST1335,21,Male,Mechanical,3,100.0,0.8,6.9,72.8,76.3,52.7,84.1,8.9,6.0,5,Yes,2,High,90.3,71.7,78.7,62.4,Placed,4.98
ST1336,19,Male,Information Technology,6,64.4,1.9,6.4,73.7,65.6,45.4,63.8,7.2,3.0,5,No,0,Medium,54.8,65.9,41.9,49.0,Not Placed,0.0
ST1337,18,Female,Electronics,4,83.7,5.7,7.2,90.5,83.5,88.4,57.7,12.0,5.0,0,Yes,0,High,37.7,25.0,61.6,74.7,Placed,3.24
ST1338,21,Male,Mechanical,5,66.9,6.3,8.0,66.0,82.0,80.0,49.8,14.2,5.0,4,Yes,1,Medium,78.0,73.1,34.2,61.2,Placed,3.86
ST1339,22,Female,Civil,3,84.7,3.3,7.6,90.8,96.0,73.1,76.7,0.4,3.0,4,No,0,High,65.9,75.5,52.8,78.9,Placed,6.04
ST1340,21,Female,Computer Engineering,5,67.0,1.6,6.0,77.5,92.3,66.3,89.4,5.0,4.0,3,No,0,Medium,69.6,52.8,44.2,57.6,Placed,4.53
ST1341,18,Male,Information Technology,3,73.0,6.6,7.8,73.1,67.1,65.1,87.7,12.1,2.0,2,Yes,0,Medium,72.2,35.3,77.4,62.1,Placed,2.68
ST1342,21,Male,Computer Engineering,6,74.5,5.9,6.3,100.0,86.7,58.0,79.9,5.7,3.0,4,Yes,0,Medium,87.8,57.8,68.5,66.6,Placed,5.51
ST1343,20,Male,Civil,6,89.7,4.5,7.2,62.3,63.6,66.4,78.9,4.0,2.0,3,No,0,Low,96.1,64.9,59.5,64.7,Not Placed,0.0
ST1344,21,Female,Civil,3,89.0,2.3,6.7,70.8,85.0,44.4,93.8,13.1,4.0,0,No,0,Medium,73.5,66.3,68.9,69.5,Not Placed,0.0
ST1345,19,Male,Information Technology,3,63.1,3.4,6.8,60.2,69.3,62.4,74.6,1.6,4.0,2,No,0,Medium,53.5,38.5,53.7,57.3,Not Placed,0.0
ST1346,19,Female,Mechanical,3,78.7,3.3,7.8,86.4,62.7,68.0,79.0,6.5,1.0,2,No,0,Low,72.0,71.0,72.1,64.2,Not Placed,0.0
ST1347,20,Female,Information Technology,6,69.5,4.0,5.9,95.3,79.6,79.9,65.5,9.6,0.0,5,Yes,0,Medium,78.2,83.4,65.8,66.1,Not Placed,0.0
ST1348,18,Male,Electronics,4,62.9,5.7,9.1,95.0,41.2,71.5,50.9,5.1,4.0,1,Yes,3,Low,84.1,82.4,100.0,42.8,Not Placed,0.0
ST1349,19,Male,Computer Engineering,5,75.4,4.8,5.0,89.7,53.2,82.3,60.4,11.9,4.0,5,Yes,0,Low,71.9,86.3,93.1,63.5,Placed,4.47
ST1350,22,Female,Mechanical,5,74.3,1.9,6.3,72.6,73.7,89.5,69.9,5.2,2.0,0,Yes,1,Medium,62.2,49.8,82.0,55.5,Not Placed,0.0
ST1351,19,Female,Computer Engineering,6,100.0,5.6,7.4,70.6,77.1,85.8,70.9,15.0,,5,Yes,0,High,57.3,81.2,71.7,72.5,Not Placed,0.0
ST1352,19,Female,Mechanical,5,83.2,4.0,7.6,54.9,71.2,78.1,97.0,7.4,3.0,2,Yes,1,Medium,68.4,54.0,73.7,57.9,Not Placed,0.0
ST1353,18,Male,Mechanical,3,61.5,4.5,6.9,99.4,55.5,72.2,71.1,11.4,1.0,5,No,1,Medium,49.0,79.8,86.9,61.5,Not Placed,0.0
ST1354,21,Female,Electronics,4,71.2,5.7,6.9,80.6,65.4,59.2,86.5,11.7,1.0,3,Yes,0,High,75.5,56.9,71.6,63.0,Not Placed,0.0
ST1355,19,Male,Computer Engineering,5,90.3,1.8,7.5,69.1,81.1,81.6,63.9,4.9,3.0,5,No,0,Medium,72.5,73.3,72.6,62.5,Not Placed,0.0
ST1356,20,Female,Information Technology,4,100.0,3.4,6.7,90.9,83.6,93.8,65.6,0.0,5.0,4,No,0,Medium,72.4,91.0,57.8,72.2,Not Placed,0.0
ST1357,21,Female,Computer Engineering,3,59.0,2.7,8.5,63.3,75.8,76.4,51.4,9.8,4.0,0,No,1,Low,80.0,82.0,56.0,48.7,Not Placed,0.0
ST1358,22,Male,Information Technology,5,55.4,1.1,7.9,79.9,91.0,96.9,59.6,8.4,6.0,0,No,0,Medium,90.3,54.2,65.3,50.5,Not Placed,0.0
ST1359,18,Female,Computer Engineering,6,100.0,4.0,8.0,72.9,81.2,52.2,77.4,10.8,0.0,2,No,2,Medium,69.0,50.9,25.2,61.3,Not Placed,0.0
ST1360,22,Male,Civil,4,82.7,7.3,5.9,82.7,66.3,57.0,70.1,6.9,4.0,5,Yes,0,Medium,71.1,79.6,66.5,68.4,Placed,4.54
ST1361,21,Male,Electronics,3,67.6,0.7,6.9,74.2,72.4,83.1,83.2,5.8,1.0,2,Yes,0,High,64.8,87.8,63.1,58.6,Not Placed,0.0
ST1362,21,Female,Information Technology,4,84.4,3.5,6.7,57.6,57.8,75.4,72.5,18.0,0.0,2,Yes,1,Medium,77.7,74.4,81.1,56.4,Not Placed,0.0
ST1363,21,Male,Information Technology,5,46.4,4.5,5.9,75.9,74.6,89.1,65.1,0.6,6.0,3,Yes,2,Low,69.9,60.3,86.6,49.5,Placed,5.13
ST1364,22,Male,Information Technology,5,78.0,3.7,7.4,87.6,90.5,71.8,98.0,11.7,5.0,1,No,0,High,86.2,68.6,100.0,66.0,Not Placed,0.0
ST1365,21,Female,Electronics,6,81.9,3.3,6.4,74.6,84.9,60.7,68.7,5.1,2.0,2,No,1,Medium,85.9,74.5,76.3,65.6,Not Placed,0.0
ST1366,22,Male,Information Technology,3,,1.6,7.7,84.3,94.2,69.2,86.3,6.3,2.0,1,No,0,High,74.4,66.7,69.4,67.0,Not Placed,0.0
ST1367,21,Male,Civil,3,65.8,3.8,5.8,62.5,72.1,52.1,64.4,6.4,6.0,1,Yes,1,Medium,68.9,54.2,57.9,57.5,Not Placed,0.0
ST1368,20,Male,Information Technology,6,79.0,2.4,8.9,74.7,93.5,57.3,79.9,4.0,4.0,0,No,2,Low,66.2,84.0,50.2,61.6,Not Placed,0.0
ST1369,21,Female,Civil,6,66.9,0.5,6.0,67.5,73.5,84.6,83.0,10.9,4.0,4,Yes,2,Medium,76.7,96.2,81.6,46.8,Not Placed,0.0
ST1370,22,Male,Mechanical,3,81.1,5.3,7.2,84.0,95.1,83.3,72.9,15.0,0.0,4,No,0,Medium,,89.4,66.6,68.8,Not Placed,0.0
ST1371,19,Female,Computer Engineering,4,67.3,4.9,7.9,75.4,75.7,76.7,37.0,10.4,0.0,5,Yes,0,Low,66.2,35.4,73.8,61.6,Not Placed,0.0
ST1372,21,Female,Civil,4,73.1,3.6,6.4,83.3,85.2,49.6,70.3,8.5,5.0,3,Yes,1,Medium,74.0,85.3,67.3,54.8,Placed,4.88
ST1373,19,Male,Computer Engineering,6,66.1,3.8,7.9,88.1,95.2,67.3,87.2,3.1,4.0,3,Yes,0,Medium,59.2,76.7,67.7,63.5,Placed,5.09
ST1374,20,Male,Mechanical,4,85.8,5.1,5.6,83.3,73.5,56.1,77.4,10.6,1.0,4,No,1,Medium,76.3,58.1,70.5,59.9,Not Placed,0.0
ST1375,18,Male,Information Technology,3,88.3,3.8,8.6,78.3,78.8,87.3,76.2,18.8,2.0,5,Yes,0,Low,60.3,38.6,73.8,64.8,Not Placed,0.0
ST1376,20,Female,Mechanical,5,75.2,4.9,7.0,63.0,92.8,64.4,45.9,6.1,5.0,4,Yes,0,Medium,80.8,66.3,82.1,61.7,Placed,2.9
ST1377,21,Male,Mechanical,5,78.5,3.1,6.3,75.0,74.3,57.9,59.9,6.1,0.0,5,No,2,Low,65.6,73.5,47.3,49.2,Not Placed,0.0
ST1378,19,Male,Mechanical,4,60.6,5.5,6.7,68.6,58.8,72.4,75.8,5.2,1.0,5,No,0,Medium,93.4,51.4,76.4,56.2,Not Placed,0.0
ST1379,19,Male,Mechanical,6,74.4,4.0,7.9,70.9,100.0,63.7,75.7,5.6,4.0,5,Yes,5,Low,70.5,86.5,46.4,53.7,Not Placed,0.0
ST1380,22,Male,Information Technology,6,77.4,3.8,6.4,70.5,69.9,91.3,87.0,0.0,3.0,5,No,2,Low,73.3,86.1,78.2,65.1,Not Placed,0.0
ST1381,19,Male,Computer Engineering,6,100.0,1.6,6.2,63.2,78.1,62.4,68.0,10.0,0.0,0,Yes,1,Medium,50.4,75.0,72.1,60.8,Not Placed,0.0
ST1382,22,Female,Information Technology,6,64.7,3.9,6.8,51.5,91.0,53.8,75.7,3.8,5.0,0,Yes,0,Low,89.7,47.4,65.8,58.8,Placed,5.28
ST1383,18,Female,Computer Engineering,6,95.6,2.3,5.7,67.0,68.1,44.0,70.2,0.0,3.0,4,No,3,Medium,69.5,64.1,66.4,58.1,Not Placed,0.0
ST1384,21,Male,Electronics,4,90.0,2.5,9.0,77.3,62.9,71.6,56.2,11.8,1.0,5,No,2,High,94.4,78.9,69.2,57.4,Not Placed,0.0
ST1385,22,Male,Information Technology,5,81.4,2.3,6.4,58.8,79.3,64.7,38.4,2.6,6.0,2,No,0,Medium,70.7,77.9,84.5,60.3,Not Placed,0.0
ST1386,18,Male,Civil,5,99.1,1.9,7.9,75.2,52.7,53.4,76.0,6.3,2.0,5,No,0,Medium,67.0,57.5,83.0,57.2,Not Placed,0.0
ST1387,19,Male,Electronics,4,82.5,6.7,7.2,97.8,72.3,87.5,72.4,15.3,6.0,2,No,0,High,62.8,59.7,81.2,73.4,Placed,4.28
ST1388,19,Female,Mechanical,6,82.7,5.5,5.9,87.3,79.2,80.7,61.3,1.0,6.0,0,No,5,High,79.0,57.1,45.5,59.5,Not Placed,0.0
ST1389,18,Male,Computer Engineering,4,77.4,6.4,7.0,94.7,72.5,71.6,47.3,0.3,6.0,5,No,2,High,77.3,63.8,76.2,67.4,Not Placed,0.0
ST1390,19,Female,Mechanical,5,92.7,1.7,7.9,79.7,55.9,89.7,78.8,9.3,1.0,1,No,3,Low,51.3,60.7,28.6,55.6,Not Placed,0.0
ST1391,18,Female,Civil,3,91.2,3.6,6.8,89.0,96.7,80.6,66.3,13.7,2.0,4,Yes,2,Medium,62.0,58.0,32.9,62.2,Not Placed,0.0
ST1392,22,Male,Information Technology,4,70.5,1.6,8.3,66.3,77.3,61.3,77.8,0.1,1.0,5,No,0,High,80.1,65.9,85.0,47.6,Not Placed,0.0
ST1393,22,Female,Electronics,6,62.2,2.5,8.1,67.3,94.6,58.5,96.1,10.0,6.0,3,No,0,High,61.0,68.6,43.8,52.9,Not Placed,0.0
ST1394,18,Female,Mechanical,5,75.6,2.1,8.0,42.1,72.6,82.6,40.0,10.9,0.0,2,No,0,Medium,58.6,84.3,64.1,51.9,Not Placed,0.0
ST1395,22,Female,Computer Engineering,5,68.4,5.4,6.5,89.2,64.6,77.2,60.2,0.0,6.0,5,No,0,Low,72.7,41.3,89.5,68.4,Placed,6.64
ST1396,22,Female,Information Technology,5,77.2,2.9,5.8,93.5,79.5,74.2,67.1,12.0,0.0,1,Yes,0,High,71.2,86.3,76.3,50.7,Not Placed,0.0
ST1397,22,Male,Information Technology,5,92.8,5.1,6.3,68.4,73.2,61.0,90.4,12.4,5.0,2,No,3,Medium,63.5,56.8,72.9,58.2,Not Placed,0.0
ST1398,20,Male,Computer Engineering,6,72.5,4.4,7.2,72.0,60.7,79.9,47.1,6.4,6.0,1,Yes,5,Medium,94.7,95.9,66.1,43.9,Not Placed,0.0
ST1399,21,Female,Information Technology,3,77.5,7.0,7.6,66.0,95.1,62.2,97.1,14.3,3.0,4,No,0,Medium,67.9,78.1,69.0,73.4,Placed,4.85
ST1400,19,Male,Computer Engineering,5,78.7,1.3,4.6,79.6,67.9,70.7,71.9,13.7,1.0,4,No,1,Medium,52.3,76.2,57.0,51.2,Not Placed,0.0
ST1401,20,Male,Computer Engineering,4,88.2,5.4,7.0,88.5,52.1,90.8,68.7,8.5,6.0,4,Yes,1,Low,47.3,66.4,59.3,61.4,Placed,4.22
ST1402,22,Male,Computer Engineering,3,51.0,5.2,7.2,54.1,93.3,63.4,67.2,5.7,1.0,0,No,0,Medium,84.3,98.9,68.4,53.5,Not Placed,0.0
ST1403,18,Male,Civil,5,70.7,2.0,6.7,79.9,69.4,51.6,63.9,3.1,6.0,1,No,1,High,54.6,67.5,70.7,48.9,Not Placed,0.0
ST1404,22,Male,Information Technology,3,80.5,5.0,8.4,71.7,68.1,58.3,84.7,7.8,3.0,5,Yes,0,Medium,70.4,90.7,64.5,63.4,Not Placed,0.0
ST1405,21,Female,Civil,4,92.4,4.0,7.5,76.4,53.0,84.9,55.0,10.8,6.0,3,No,3,Medium,57.8,59.4,31.2,56.5,Not Placed,0.0
ST1406,22,Male,Information Technology,5,72.1,3.2,8.4,80.5,98.6,75.3,74.8,6.4,4.0,3,No,1,High,68.6,78.7,92.0,65.1,Placed,4.96
ST1407,18,Male,Information Technology,4,55.5,2.3,6.8,72.7,59.2,70.3,64.6,0.0,5.0,4,No,1,Medium,74.9,96.5,82.0,49.6,Placed,2.58
ST1408,21,Male,Information Technology,6,85.4,2.4,8.0,73.8,76.8,65.4,59.3,14.3,1.0,3,Yes,0,Medium,50.9,55.3,63.7,64.1,Not Placed,0.0
ST1409,22,Male,Information Technology,5,70.4,6.6,8.8,72.4,87.9,78.3,98.0,9.0,5.0,2,No,0,Medium,63.6,75.4,82.5,69.8,Not Placed,0.0
ST1410,21,Female,Computer Engineering,5,63.7,3.5,8.4,86.6,81.5,61.0,75.9,6.1,1.0,1,No,0,Low,60.6,57.4,61.3,62.2,Not Placed,0.0
ST1411,19,Female,Electronics,5,70.5,4.7,5.8,80.0,75.2,76.0,78.6,12.3,1.0,1,No,1,Low,56.5,74.4,72.1,62.8,Not Placed,0.0
ST1412,19,Female,Computer Engineering,5,75.8,2.3,6.7,77.6,53.9,62.5,85.9,15.6,4.0,1,No,3,Medium,64.7,96.4,36.2,48.8,Not Placed,0.0
ST1413,22,Female,Electronics,6,70.7,2.3,6.6,59.7,65.5,60.3,50.1,0.0,6.0,2,No,0,High,61.3,54.0,71.1,55.9,Placed,2.77
ST1414,21,Male,Electronics,5,51.5,5.1,7.5,70.5,78.4,63.7,94.5,10.2,0.0,5,No,2,Medium,82.2,70.3,62.5,49.8,Not Placed,0.0
ST1415,18,Female,Computer Engineering,3,88.8,1.5,7.8,85.8,65.8,67.1,34.9,0.9,5.0,0,No,0,Low,60.0,55.5,70.5,63.4,Not Placed,0.0
ST1416,22,Male,Computer Engineering,5,93.3,2.9,6.1,75.5,78.6,71.4,59.2,10.5,3.0,2,No,0,Medium,76.3,66.1,94.4,59.9,Not Placed,0.0
ST1417,19,Male,Mechanical,6,85.8,3.6,7.1,82.9,84.9,75.1,63.6,8.6,5.0,1,Yes,1,Low,75.8,77.3,66.7,57.8,Placed,4.13
ST1418,19,Male,Information Technology,5,64.3,3.7,4.8,96.2,88.5,30.0,78.1,11.2,6.0,1,Yes,2,Medium,49.0,63.5,59.7,48.2,Not Placed,0.0
ST1419,22,Male,Computer Engineering,3,75.6,3.2,8.6,87.5,60.1,61.5,73.1,5.5,4.0,1,No,0,Low,62.9,91.6,59.9,60.0,Not Placed,0.0
ST1420,21,Male,Civil,6,77.9,4.1,6.4,76.1,100.0,66.9,67.7,0.0,2.0,5,No,0,High,68.5,75.3,44.3,62.0,Not Placed,0.0
ST1421,19,Female,Computer Engineering,6,85.2,4.5,7.1,68.9,86.0,91.6,69.8,5.7,2.0,3,No,0,Low,73.7,48.1,73.5,69.1,Placed,2.0
ST1422,21,Female,Electronics,3,86.0,4.6,6.7,44.4,76.0,58.0,56.3,10.0,4.0,0,No,0,Low,66.7,72.8,75.6,53.9,Placed,3.8
ST1423,19,Female,Civil,3,69.2,2.0,8.3,73.0,90.2,74.1,49.0,13.1,6.0,2,Yes,3,Medium,84.6,89.9,68.0,54.1,Not Placed,0.0
ST1424,19,Female,Computer Engineering,3,79.0,3.1,4.0,71.1,100.0,91.4,80.2,2.1,4.0,1,Yes,1,Low,71.5,76.1,81.7,66.8,Not Placed,0.0
ST1425,20,Male,Computer Engineering,3,83.5,5.3,7.0,79.7,57.3,54.9,79.7,13.1,0.0,4,Yes,0,Medium,76.2,71.9,81.9,59.5,Not Placed,0.0
ST1426,19,Female,Computer Engineering,3,95.5,4.8,6.9,73.2,73.1,77.1,92.2,4.8,5.0,0,No,0,High,61.7,63.5,68.1,74.5,Not Placed,0.0
ST1427,18,Male,Information Technology,6,86.5,1.4,6.5,71.2,45.1,61.6,58.9,9.8,6.0,4,Yes,4,Low,76.4,66.5,76.4,47.3,Not Placed,0.0
ST1428,22,Female,Computer Engineering,6,87.5,4.0,8.9,53.6,78.5,65.4,79.7,5.5,5.0,0,No,1,Medium,97.1,68.2,100.0,61.7,Not Placed,0.0
ST1429,22,Male,Electronics,5,79.0,0.5,6.0,63.7,80.8,61.6,66.0,8.9,,1,Yes,1,High,77.4,31.3,53.8,55.8,Not Placed,0.0
ST1430,21,Male,Computer Engineering,5,94.9,3.6,7.8,80.7,75.5,62.5,86.7,12.5,6.0,0,No,0,Medium,85.4,75.0,79.4,74.2,Placed,4.97
ST1431,19,Female,Information Technology,4,82.9,6.3,7.4,95.6,67.5,100.0,84.3,1.9,3.0,0,No,3,High,65.9,83.0,68.4,63.1,Not Placed,0.0
ST1432,18,Male,Civil,5,67.7,2.1,8.4,73.8,49.4,83.0,73.0,4.6,5.0,1,No,0,Low,82.9,56.8,83.7,61.8,Not Placed,0.0
ST1433,21,Male,Mechanical,5,94.8,2.2,6.3,78.9,80.9,86.3,65.2,8.9,1.0,5,Yes,1,Low,84.2,71.5,54.3,58.2,Not Placed,0.0
ST1434,20,Female,Electronics,3,86.4,4.6,6.2,86.4,94.9,78.4,83.5,20.0,1.0,4,No,4,Low,73.4,73.3,70.2,65.6,Not Placed,0.0
ST1435,21,Male,Information Technology,3,72.7,1.2,8.2,65.3,68.3,51.1,79.1,3.7,0.0,5,Yes,0,Medium,69.0,80.2,56.1,55.5,Placed,3.57
ST1436,21,Female,Electronics,5,72.2,2.6,7.5,79.4,81.7,77.1,60.4,18.2,6.0,4,Yes,0,Medium,49.1,68.2,38.7,61.4,Placed,4.56
ST1437,19,Female,Information Technology,4,81.6,4.4,5.3,66.1,55.6,85.9,51.4,18.0,0.0,3,Yes,0,Low,,76.1,89.5,59.4,Not Placed,0.0
ST1438,20,Female,Information Technology,3,83.6,2.5,6.4,85.4,81.9,60.9,66.0,7.5,6.0,4,Yes,0,Medium,77.9,50.6,60.0,61.6,Placed,3.73
ST1439,21,Male,Computer Engineering,5,80.4,3.1,7.4,76.8,70.9,84.5,91.2,6.5,2.0,4,Yes,0,Low,59.3,52.8,53.5,60.6,Not Placed,0.0
ST1440,18,Male,Civil,5,81.7,4.6,7.9,78.6,66.1,81.2,86.1,4.5,3.0,0,Yes,3,High,52.2,74.5,57.8,56.0,Not Placed,0.0
ST1441,18,Male,Information Technology,6,98.4,4.1,6.3,65.6,66.1,96.1,54.4,7.7,3.0,3,Yes,0,Low,71.4,64.6,96.2,69.4,Placed,6.31
ST1442,22,Female,Computer Engineering,4,90.9,3.9,4.0,83.5,70.9,66.6,53.7,1.0,4.0,1,No,1,Low,73.2,44.3,88.0,65.5,Not Placed,0.0
ST1443,20,Male,Information Technology,6,80.3,3.0,7.6,100.0,81.0,57.7,87.8,7.6,0.0,1,No,2,Medium,51.1,73.2,63.5,58.6,Not Placed,0.0
ST1444,20,Female,Information Technology,4,89.3,4.1,5.7,62.9,58.9,67.3,54.1,15.5,6.0,2,No,5,Low,70.6,48.9,80.8,43.9,Not Placed,0.0
ST1445,22,Female,Mechanical,3,65.6,3.3,4.8,70.9,70.8,90.7,77.1,4.9,5.0,3,Yes,0,Medium,74.1,100.0,49.8,56.2,Placed,4.52
ST1446,21,Male,Mechanical,4,82.8,4.2,4.0,77.8,75.5,48.2,61.4,6.8,1.0,0,No,0,Medium,88.5,35.4,75.4,58.9,Not Placed,0.0
ST1447,20,Female,Mechanical,5,99.7,2.8,7.9,84.4,61.7,45.1,92.6,0.0,5.0,2,No,0,High,63.3,68.8,60.1,61.2,Not Placed,0.0
ST1448,18,Male,Computer Engineering,5,75.4,3.2,7.1,68.3,99.4,73.2,59.2,9.9,1.0,2,Yes,0,Medium,99.2,51.3,74.0,67.6,Placed,3.17
ST1449,18,Male,Information Technology,4,67.8,2.0,6.8,41.0,64.9,66.2,86.0,9.3,2.0,1,No,1,Medium,70.8,81.7,45.0,45.8,Not Placed,0.0
ST1450,19,Male,Information Technology,4,70.2,3.4,8.5,91.3,67.3,72.1,72.6,8.3,1.0,4,No,0,High,53.2,62.0,57.5,63.2,Not Placed,0.0
ST1451,20,Male,Computer Engineering,4,64.9,2.3,7.7,84.1,63.3,84.3,73.5,6.9,5.0,0,No,0,High,65.4,83.2,69.9,56.3,Placed,3.2
ST1452,21,Male,Computer Engineering,6,68.6,1.8,8.8,54.1,99.4,64.8,42.4,6.5,5.0,3,No,0,Medium,54.4,79.5,69.7,53.5,Not Placed,0.0
ST1453,22,Female,Mechanical,4,73.6,3.9,5.5,67.7,83.2,47.7,39.2,10.5,3.0,2,No,1,Medium,67.7,52.0,43.6,54.0,Not Placed,0.0
ST1454,22,Female,Computer Engineering,3,61.1,3.8,7.0,93.8,63.8,98.6,66.9,7.9,6.0,0,No,0,Medium,76.6,57.1,51.5,67.0,Not Placed,0.0
ST1455,21,Female,Information Technology,6,78.2,4.7,5.2,92.4,90.4,59.0,73.5,9.6,3.0,1,Yes,0,Medium,73.8,62.8,73.8,69.1,Not Placed,0.0
ST1456,19,Male,Computer Engineering,6,88.8,2.9,6.7,86.3,78.6,58.2,54.2,9.1,0.0,2,Yes,0,High,54.2,67.0,71.9,57.3,Not Placed,0.0
ST1457,22,Male,Computer Engineering,4,67.1,4.1,6.7,,79.3,86.3,54.8,13.6,5.0,2,Yes,1,Medium,52.4,65.1,77.5,60.7,Not Placed,0.0
ST1458,20,Male,Computer Engineering,3,96.2,4.3,7.7,76.0,71.5,67.0,77.9,11.4,6.0,5,Yes,1,Low,75.9,78.9,70.0,64.4,Placed,3.03
ST1459,19,Female,Civil,6,84.1,4.2,7.1,73.4,66.3,71.2,77.9,9.0,2.0,1,Yes,0,Low,79.0,71.5,50.1,56.2,Not Placed,0.0
ST1460,20,Male,Mechanical,5,90.4,2.3,7.7,88.5,80.4,78.3,68.1,15.6,1.0,5,Yes,2,Low,63.2,58.8,61.3,61.1,Not Placed,0.0
